session_id,player_id,activity_date,game_type,session_minutes,stake_amount,win_amount
12446,100742,2026-03-18,Sportsbook,67,163.9,154.02
12447,100742,2026-03-19,Slots,29,126.58,122.52
12448,100742,2026-03-22,Slots,22,101.57,91.24
12449,100742,2026-03-23,Slots,21,42.67,50.12
12450,100742,2026-03-29,Sportsbook,49,83.17,45.86
12451,100743,2026-01-16,Live Casino,53,10.2,7.42
12452,100743,2026-01-18,Slots,6,39.71,38.29
12453,100743,2026-01-28,Slots,13,38.86,45.01
12454,100743,2026-02-02,Sportsbook,57,56.87,44.77
12455,100743,2026-02-03,Table Games,42,20.27,23.49
12456,100743,2026-02-04,Poker,7,13.63,8.9
12457,100743,2026-02-13,Sportsbook,30,57.96,59.09
12458,100743,2026-02-15,Slots,7,17.28,18.03
12459,100743,2026-02-15,Sportsbook,104,58.25,41.06
12460,100743,2026-02-25,Slots,77,44.0,45.88
12461,100743,2026-03-01,Live Casino,24,45.7,36.29
12462,100743,2026-03-05,Live Casino,100,63.32,48.95
12463,100743,2026-03-09,Live Casino,51,70.23,41.05
12464,100743,2026-03-15,Sportsbook,21,66.3,76.97
12465,100743,2026-03-18,Slots,30,9.96,8.34
12466,100743,2026-03-30,Slots,35,58.94,40.3
12467,100744,2026-01-05,Live Casino,51,35.0,22.61
12468,100744,2026-01-07,Poker,5,70.99,67.68
12469,100744,2026-01-07,Live Casino,111,27.16,19.49
12470,100744,2026-01-07,Sportsbook,5,59.67,48.34
12471,100744,2026-01-13,Table Games,49,28.54,23.86
12472,100744,2026-01-18,Slots,32,33.68,33.08
12473,100744,2026-02-10,Sportsbook,7,14.99,9.15
12474,100744,2026-02-14,Sportsbook,91,47.46,45.98
12475,100744,2026-02-21,Slots,36,50.21,32.26
12476,100744,2026-02-21,Slots,7,80.37,86.76
12477,100744,2026-02-23,Live Casino,105,51.43,31.2
12478,100744,2026-02-27,Live Casino,47,26.97,25.43
12479,100744,2026-03-08,Slots,34,80.32,67.18
12480,100744,2026-03-14,Poker,32,26.97,19.59
12481,100744,2026-03-18,Live Casino,15,64.73,45.17
12482,100744,2026-03-18,Sportsbook,34,21.15,12.67
12483,100744,2026-03-18,Slots,66,22.23,22.65
12484,100744,2026-03-18,Slots,38,38.08,43.24
12485,100744,2026-03-29,Poker,51,34.44,25.08
12486,100744,2026-03-31,Slots,39,25.19,15.04
12487,100745,2026-01-19,Sportsbook,19,49.98,55.6
12488,100745,2026-01-19,Live Casino,34,38.1,37.62
12489,100745,2026-01-19,Sportsbook,30,34.9,22.55
12490,100745,2026-01-19,Slots,20,33.58,28.23
12491,100745,2026-01-29,Live Casino,5,73.09,63.12
12492,100745,2026-01-31,Slots,19,47.84,55.41
12493,100745,2026-02-18,Sportsbook,58,82.03,53.91
12494,100745,2026-03-05,Table Games,98,130.79,123.25
12495,100745,2026-03-05,Table Games,53,60.3,47.43
12496,100745,2026-03-05,Live Casino,48,73.95,58.78
12497,100745,2026-03-05,Sportsbook,21,63.04,60.24
12498,100745,2026-03-14,Poker,13,38.19,22.54
12499,100745,2026-03-23,Table Games,23,58.81,54.22
12500,100745,2026-03-26,Live Casino,38,49.04,35.0
12501,100746,2026-02-13,Slots,12,14.63,12.64
12502,100746,2026-03-02,Poker,15,47.46,48.75
12503,100746,2026-03-21,Poker,11,52.11,57.72
12504,100747,2026-01-01,Slots,29,71.66,48.11
12505,100747,2026-01-06,Slots,128,185.03,111.84
12506,100747,2026-01-07,Poker,36,38.08,43.16
12507,100747,2026-01-10,Live Casino,5,10.89,7.39
12508,100747,2026-01-23,Slots,4,100.2,117.99
12509,100747,2026-01-23,Slots,70,53.43,54.29
12510,100747,2026-01-23,Sportsbook,32,14.66,14.07
12511,100747,2026-01-23,Sportsbook,54,107.2,83.1
12512,100747,2026-01-25,Slots,37,117.74,79.75
12513,100747,2026-01-28,Live Casino,104,22.5,20.12
12514,100747,2026-01-28,Sportsbook,62,115.85,71.36
12515,100747,2026-01-29,Table Games,44,40.59,43.62
12516,100747,2026-02-04,Table Games,34,31.91,21.13
12517,100747,2026-02-05,Table Games,22,84.71,93.89
12518,100747,2026-02-10,Poker,20,84.3,97.67
12519,100747,2026-02-14,Table Games,59,171.44,191.84
12520,100747,2026-02-17,Slots,9,126.98,126.84
12521,100747,2026-02-20,Sportsbook,29,219.67,239.0
12522,100747,2026-02-23,Sportsbook,8,43.87,46.45
12523,100747,2026-03-01,Slots,13,85.42,88.67
12524,100747,2026-03-10,Slots,61,57.47,56.3
12525,100747,2026-03-10,Table Games,44,62.56,44.95
12526,100747,2026-03-10,Slots,17,36.29,27.44
12527,100747,2026-03-12,Sportsbook,63,163.66,125.96
12528,100747,2026-03-13,Slots,4,65.47,59.53
12529,100747,2026-03-15,Sportsbook,7,99.0,94.81
12530,100747,2026-03-23,Sportsbook,5,63.92,35.75
12531,100747,2026-03-26,Sportsbook,77,95.9,103.56
12532,100747,2026-03-31,Slots,14,114.19,104.31
12533,100748,2026-01-07,Live Casino,18,54.71,32.4
12534,100748,2026-01-13,Live Casino,36,34.06,39.93
12535,100748,2026-01-21,Sportsbook,84,100.88,85.5
12536,100748,2026-01-28,Table Games,69,25.22,17.08
12537,100748,2026-02-02,Live Casino,97,65.29,51.57
12538,100748,2026-02-16,Sportsbook,82,47.02,46.62
12539,100748,2026-02-27,Slots,16,47.7,30.84
12540,100748,2026-02-27,Slots,33,17.46,14.88
12541,100748,2026-02-27,Sportsbook,77,57.9,66.62
12542,100748,2026-02-27,Table Games,99,34.62,40.8
12543,100748,2026-03-05,Table Games,86,107.56,102.07
12544,100748,2026-03-08,Sportsbook,16,55.99,47.84
12545,100748,2026-03-13,Sportsbook,20,58.04,43.61
12546,100748,2026-03-21,Slots,31,1.0,1.17
12547,100748,2026-03-21,Table Games,77,19.7,18.76
12548,100748,2026-03-21,Sportsbook,41,54.68,37.09
12549,100748,2026-03-21,Slots,35,59.44,46.58
12550,100749,2026-01-03,Live Casino,35,34.42,39.89
12551,100749,2026-01-06,Sportsbook,4,119.24,73.82
12552,100749,2026-01-07,Table Games,51,24.8,13.85
12553,100749,2026-01-07,Sportsbook,49,133.6,131.38
12554,100749,2026-01-12,Slots,11,114.96,64.79
12555,100749,2026-01-15,Sportsbook,6,56.98,56.81
12556,100749,2026-01-15,Sportsbook,22,85.86,51.44
12557,100749,2026-01-15,Slots,85,136.65,111.98
12558,100749,2026-01-17,Slots,9,83.68,98.6
12559,100749,2026-01-19,Sportsbook,42,346.1,349.13
12560,100749,2026-01-20,Sportsbook,61,69.95,66.55
12561,100749,2026-01-21,Slots,21,79.25,66.25
12562,100749,2026-01-22,Poker,22,56.73,41.93
12563,100749,2026-01-24,Slots,37,53.4,37.89
12564,100749,2026-01-25,Slots,26,103.74,85.96
12565,100749,2026-01-30,Sportsbook,26,91.23,57.22
12566,100749,2026-02-01,Slots,67,47.74,45.15
12567,100749,2026-02-02,Live Casino,70,108.07,83.01
12568,100749,2026-02-04,Slots,37,65.46,40.64
12569,100749,2026-02-06,Slots,41,78.63,87.07
12570,100749,2026-02-07,Poker,84,75.5,53.64
12571,100749,2026-02-09,Live Casino,35,185.86,123.73
12572,100749,2026-02-11,Poker,7,29.47,25.82
12573,100749,2026-02-19,Live Casino,41,69.45,38.88
12574,100749,2026-02-21,Table Games,27,130.14,106.54
12575,100749,2026-02-21,Sportsbook,27,332.14,371.42
12576,100749,2026-02-21,Sportsbook,83,24.23,20.16
12577,100749,2026-02-21,Slots,26,89.04,80.4
12578,100749,2026-02-26,Live Casino,64,13.49,10.77
12579,100749,2026-02-28,Slots,21,155.37,117.37
12580,100749,2026-03-01,Sportsbook,26,28.57,32.32
12581,100749,2026-03-06,Live Casino,30,143.55,132.43
12582,100749,2026-03-08,Slots,34,217.74,194.73
12583,100749,2026-03-12,Table Games,75,90.59,80.17
12584,100749,2026-03-16,Slots,35,228.18,229.2
12585,100749,2026-03-19,Slots,69,9.9,9.41
12586,100749,2026-03-20,Sportsbook,41,44.37,27.14
12587,100749,2026-03-21,Live Casino,39,121.15,73.12
12588,100749,2026-03-22,Slots,11,102.43,102.24
12589,100749,2026-03-24,Sportsbook,63,97.68,111.86
12590,100749,2026-03-27,Table Games,51,92.85,107.74
12591,100750,2026-01-17,Live Casino,68,54.95,61.97
12592,100750,2026-01-20,Live Casino,21,60.64,58.19
12593,100750,2026-01-20,Slots,39,51.75,39.7
12594,100750,2026-01-20,Sportsbook,28,34.8,36.18
12595,100750,2026-01-20,Live Casino,36,56.24,31.15
12596,100750,2026-01-22,Slots,36,67.5,79.19
12597,100750,2026-02-15,Live Casino,10,93.32,93.2
12598,100750,2026-03-17,Table Games,16,6.07,5.28
12599,100751,2026-01-03,Slots,18,34.34,36.45
12600,100751,2026-02-01,Table Games,8,54.98,63.16
12601,100751,2026-02-10,Live Casino,18,72.3,83.35
12602,100751,2026-02-11,Sportsbook,35,6.27,6.9
12603,100751,2026-02-12,Slots,65,10.88,9.14
12604,100751,2026-02-20,Slots,63,30.95,27.32
12605,100751,2026-02-24,Table Games,153,36.0,20.98
12606,100751,2026-03-22,Sportsbook,23,66.62,70.33
12607,100751,2026-03-23,Slots,34,76.0,81.48
12608,100751,2026-03-25,Live Casino,22,51.04,43.53
12609,100752,2026-01-07,Slots,19,13.04,7.52
12610,100752,2026-01-17,Live Casino,42,22.21,23.79
12611,100752,2026-01-28,Sportsbook,39,20.2,19.51
12612,100752,2026-01-28,Slots,32,44.81,29.53
12613,100752,2026-01-28,Slots,16,16.5,13.56
12614,100753,2026-01-01,Table Games,11,33.8,27.17
12615,100753,2026-01-01,Live Casino,24,19.86,21.84
12616,100753,2026-01-12,Sportsbook,18,28.75,19.0
12617,100753,2026-01-25,Slots,21,78.44,77.24
12618,100753,2026-02-07,Sportsbook,41,75.13,88.31
12619,100753,2026-02-07,Live Casino,46,68.53,61.56
12620,100753,2026-02-07,Table Games,24,54.65,53.85
12621,100753,2026-02-13,Live Casino,56,53.11,48.62
12622,100753,2026-03-11,Poker,48,32.04,23.82
12623,100753,2026-03-12,Sportsbook,17,41.56,30.77
12624,100753,2026-03-14,Sportsbook,2,111.87,99.22
12625,100753,2026-03-29,Slots,35,17.31,12.12
12626,100754,2026-01-18,Slots,29,32.59,38.44
12627,100754,2026-02-22,Live Casino,35,66.41,75.87
12628,100754,2026-03-04,Slots,6,39.19,41.09
12629,100754,2026-03-04,Slots,42,61.92,54.49
12630,100754,2026-03-04,Slots,9,15.34,9.86
12631,100754,2026-03-17,Slots,77,125.33,134.87
12632,100754,2026-03-18,Slots,28,27.31,29.55
12633,100754,2026-03-25,Slots,28,14.08,12.49
12634,100755,2026-01-05,Slots,5,63.49,49.23
12635,100755,2026-01-28,Sportsbook,41,118.55,80.37
12636,100755,2026-01-30,Table Games,18,40.2,41.29
12637,100755,2026-02-19,Sportsbook,27,17.94,13.66
12638,100755,2026-02-23,Slots,73,25.94,18.43
12639,100755,2026-03-07,Table Games,9,26.16,27.37
12640,100755,2026-03-30,Slots,30,67.53,75.54
12641,100756,2026-01-26,Sportsbook,16,57.72,33.8
12642,100756,2026-01-26,Sportsbook,33,11.22,11.32
12643,100756,2026-01-26,Slots,27,58.86,67.98
12644,100756,2026-01-26,Sportsbook,20,151.95,117.64
12645,100756,2026-02-08,Slots,9,32.94,34.61
12646,100756,2026-02-16,Sportsbook,29,76.26,81.49
12647,100756,2026-02-16,Slots,39,65.75,75.16
12648,100756,2026-02-16,Live Casino,60,20.46,17.72
12649,100756,2026-02-16,Sportsbook,18,148.21,164.08
12650,100756,2026-02-22,Poker,10,49.82,39.16
12651,100756,2026-02-24,Slots,24,104.77,110.6
12652,100756,2026-02-25,Live Casino,55,38.11,30.94
12653,100756,2026-02-28,Slots,36,12.8,8.79
12654,100756,2026-03-08,Slots,53,33.05,32.87
12655,100756,2026-03-12,Slots,71,26.87,22.87
12656,100756,2026-03-27,Live Casino,20,18.07,12.5
12657,100757,2026-01-02,Slots,47,145.17,96.88
12658,100757,2026-01-02,Slots,20,23.87,24.61
12659,100757,2026-01-03,Slots,26,13.04,13.3
12660,100757,2026-01-04,Slots,35,103.25,113.15
12661,100757,2026-01-06,Table Games,25,63.09,44.34
12662,100757,2026-01-10,Sportsbook,18,4.45,4.16
12663,100757,2026-01-13,Sportsbook,107,62.92,63.58
12664,100757,2026-01-14,Table Games,66,7.25,6.82
12665,100757,2026-01-15,Live Casino,66,24.0,27.44
12666,100757,2026-01-16,Slots,19,53.7,31.95
12667,100757,2026-01-19,Slots,23,375.65,442.18
12668,100757,2026-01-20,Slots,14,29.95,22.26
12669,100757,2026-01-21,Live Casino,26,82.42,78.23
12670,100757,2026-01-22,Slots,16,68.42,52.86
12671,100757,2026-01-25,Slots,19,76.25,42.38
12672,100757,2026-01-30,Sportsbook,28,14.73,12.13
12673,100757,2026-01-31,Live Casino,88,188.44,198.98
12674,100757,2026-02-01,Slots,15,165.94,96.26
12675,100757,2026-02-02,Live Casino,14,128.31,139.95
12676,100757,2026-02-02,Sportsbook,11,115.21,114.74
12677,100757,2026-02-03,Live Casino,51,258.57,177.05
12678,100757,2026-02-06,Slots,114,45.17,45.37
12679,100757,2026-02-06,Sportsbook,49,107.18,113.85
12680,100757,2026-02-08,Slots,48,144.27,125.66
12681,100757,2026-02-10,Sportsbook,10,24.87,18.05
12682,100757,2026-02-11,Poker,44,124.72,84.04
12683,100757,2026-02-16,Table Games,50,32.43,29.84
12684,100757,2026-02-17,Sportsbook,95,32.68,29.26
12685,100757,2026-02-18,Table Games,29,39.27,33.72
12686,100757,2026-02-19,Slots,94,144.59,126.23
12687,100758,2026-01-22,Slots,80,24.41,15.79
12688,100758,2026-01-30,Live Casino,19,46.2,42.85
12689,100758,2026-02-16,Sportsbook,41,44.75,24.78
12690,100758,2026-02-26,Live Casino,29,22.18,19.47
12691,100759,2026-01-06,Sportsbook,26,93.26,97.61
12692,100759,2026-01-08,Live Casino,22,11.13,8.66
12693,100759,2026-01-12,Slots,6,57.57,40.64
12694,100759,2026-01-13,Live Casino,23,63.05,70.17
12695,100759,2026-01-19,Sportsbook,44,241.84,206.52
12696,100759,2026-01-20,Sportsbook,26,45.19,41.16
12697,100759,2026-01-22,Slots,64,53.18,40.17
12698,100759,2026-01-25,Slots,17,76.01,85.03
12699,100759,2026-01-27,Slots,6,241.52,171.61
12700,100759,2026-01-30,Live Casino,57,108.13,91.94
12701,100759,2026-02-02,Sportsbook,19,67.38,75.53
12702,100759,2026-02-03,Sportsbook,109,43.36,43.05
12703,100759,2026-02-09,Slots,25,11.47,8.43
12704,100759,2026-02-09,Sportsbook,25,179.16,163.22
12705,100759,2026-02-12,Sportsbook,39,23.98,25.26
12706,100759,2026-02-15,Sportsbook,36,210.36,240.37
12707,100759,2026-02-16,Table Games,44,138.78,150.49
12708,100759,2026-02-20,Slots,2,143.5,161.01
12709,100759,2026-02-21,Slots,10,48.94,56.03
12710,100759,2026-02-22,Live Casino,44,84.1,89.04
12711,100759,2026-02-23,Live Casino,27,71.44,54.78
12712,100759,2026-02-28,Slots,66,6.54,3.86
12713,100759,2026-03-01,Table Games,66,29.97,30.35
12714,100759,2026-03-04,Slots,30,157.69,107.56
12715,100759,2026-03-06,Sportsbook,13,44.97,28.34
12716,100759,2026-03-17,Slots,43,41.38,40.8
12717,100759,2026-03-20,Sportsbook,22,155.3,164.6
12718,100759,2026-03-23,Sportsbook,36,74.33,72.55
12719,100759,2026-03-23,Sportsbook,64,103.22,69.93
12720,100759,2026-03-27,Slots,36,211.35,245.84
12721,100759,2026-03-28,Slots,51,31.55,20.94
12722,100759,2026-03-28,Live Casino,163,15.18,14.11
12723,100759,2026-03-28,Sportsbook,13,111.88,87.16
12724,100759,2026-03-28,Slots,29,102.18,119.57
12725,100759,2026-03-30,Slots,43,34.84,31.04
12726,100760,2026-01-14,Live Casino,40,51.69,38.73
12727,100760,2026-01-18,Table Games,51,85.31,54.9
12728,100760,2026-01-29,Sportsbook,41,50.72,45.38
12729,100760,2026-01-31,Live Casino,52,14.1,8.77
12730,100760,2026-02-22,Slots,56,78.09,77.09
12731,100760,2026-02-22,Slots,56,54.34,59.55
12732,100760,2026-02-22,Slots,18,45.65,35.58
12733,100760,2026-02-22,Live Casino,45,40.56,24.8
12734,100760,2026-03-04,Slots,24,48.48,51.66
12735,100761,2026-01-26,Live Casino,17,19.12,15.61
12736,100761,2026-02-25,Sportsbook,41,45.09,51.92
12737,100761,2026-03-11,Sportsbook,8,90.23,89.59
12738,100763,2026-01-23,Sportsbook,35,62.52,66.71
12739,100763,2026-01-25,Poker,39,124.74,84.27
12740,100763,2026-01-29,Table Games,99,55.77,44.31
12741,100763,2026-02-09,Slots,55,42.85,41.73
12742,100763,2026-02-09,Poker,23,28.53,28.97
12743,100764,2026-01-09,Table Games,30,28.13,25.56
12744,100764,2026-01-14,Live Casino,56,33.78,24.61
12745,100764,2026-01-30,Sportsbook,58,27.24,21.42
12746,100764,2026-02-06,Slots,51,49.43,41.82
12747,100764,2026-02-16,Slots,80,14.39,13.52
12748,100764,2026-02-26,Slots,47,59.84,33.55
12749,100764,2026-03-04,Live Casino,71,28.84,33.74
12750,100764,2026-03-09,Slots,21,88.93,73.1
12751,100764,2026-03-09,Slots,25,50.27,48.87
12752,100764,2026-03-21,Poker,54,51.22,47.44
12753,100765,2026-02-01,Sportsbook,6,5.44,5.9
12754,100765,2026-02-01,Live Casino,13,16.42,14.28
12755,100765,2026-02-01,Slots,73,37.46,25.23
12756,100765,2026-02-01,Live Casino,57,60.68,47.43
12757,100765,2026-02-09,Poker,3,52.25,55.55
12758,100765,2026-02-20,Sportsbook,13,71.63,64.93
12759,100765,2026-03-12,Sportsbook,63,5.03,3.04
12760,100766,2026-01-04,Sportsbook,58,66.69,73.7
12761,100766,2026-01-06,Sportsbook,39,31.98,26.18
12762,100766,2026-01-08,Slots,14,64.36,52.7
12763,100766,2026-01-08,Slots,27,84.12,97.2
12764,100766,2026-01-08,Table Games,73,94.05,87.09
12765,100766,2026-01-15,Slots,67,52.76,45.47
12766,100766,2026-01-24,Slots,67,87.95,65.13
12767,100766,2026-01-29,Live Casino,35,39.93,43.58
12768,100766,2026-03-13,Sportsbook,17,41.1,24.1
12769,100766,2026-03-17,Sportsbook,33,17.09,17.27
12770,100766,2026-03-29,Slots,92,44.67,26.38
12771,100766,2026-03-29,Live Casino,117,27.11,23.83
12772,100766,2026-03-29,Sportsbook,16,127.89,89.35
12773,100766,2026-03-31,Sportsbook,13,47.03,43.56
12774,100767,2026-01-04,Live Casino,44,26.5,30.56
12775,100767,2026-01-11,Slots,82,136.19,146.5
12776,100767,2026-01-11,Slots,34,72.16,69.29
12777,100767,2026-01-12,Slots,35,177.42,187.81
12778,100767,2026-01-13,Sportsbook,34,54.32,37.53
12779,100767,2026-01-13,Slots,47,60.68,44.25
12780,100767,2026-01-13,Sportsbook,41,128.21,126.59
12781,100767,2026-01-13,Live Casino,24,87.65,54.55
12782,100767,2026-01-14,Sportsbook,11,21.33,14.78
12783,100767,2026-01-17,Slots,40,53.35,46.49
12784,100767,2026-01-18,Slots,10,104.77,88.0
12785,100767,2026-01-19,Live Casino,30,315.14,310.59
12786,100767,2026-01-22,Live Casino,28,122.63,142.9
12787,100767,2026-01-25,Slots,39,33.86,20.46
12788,100767,2026-01-26,Slots,36,103.0,92.71
12789,100767,2026-01-29,Slots,11,122.66,133.1
12790,100767,2026-02-03,Slots,22,113.63,129.78
12791,100767,2026-02-03,Slots,16,102.93,92.9
12792,100767,2026-02-03,Sportsbook,58,69.7,41.12
12793,100767,2026-02-04,Slots,98,149.47,124.62
12794,100767,2026-02-11,Slots,6,29.8,19.62
12795,100767,2026-02-14,Slots,29,102.31,79.78
12796,100767,2026-02-15,Slots,23,120.14,124.64
12797,100767,2026-02-18,Sportsbook,4,174.91,153.69
12798,100767,2026-02-20,Poker,16,224.1,212.2
12799,100767,2026-02-20,Sportsbook,23,80.11,66.44
12800,100767,2026-02-20,Poker,57,191.67,177.58
12801,100767,2026-02-20,Sportsbook,74,78.43,63.53
12802,100767,2026-02-22,Table Games,25,94.15,65.3
12803,100767,2026-02-26,Table Games,17,60.02,38.66
12804,100767,2026-02-27,Sportsbook,24,105.48,89.19
12805,100767,2026-02-27,Table Games,8,97.94,109.88
12806,100767,2026-02-28,Slots,21,66.98,48.35
12807,100767,2026-03-01,Slots,7,107.06,99.8
12808,100767,2026-03-07,Sportsbook,45,148.64,108.2
12809,100767,2026-03-11,Slots,34,21.98,17.44
12810,100767,2026-03-14,Slots,43,61.02,68.01
12811,100767,2026-03-15,Slots,7,140.01,122.59
12812,100767,2026-03-16,Slots,27,163.52,112.75
12813,100767,2026-03-26,Slots,46,108.37,115.57
12814,100768,2026-01-10,Sportsbook,6,37.15,24.28
12815,100768,2026-02-06,Live Casino,13,38.95,38.94
12816,100768,2026-02-06,Live Casino,27,15.74,12.67
12817,100768,2026-02-06,Live Casino,55,18.29,15.43
12818,100769,2026-01-01,Table Games,68,53.31,55.19
12819,100769,2026-01-02,Sportsbook,27,25.24,21.08
12820,100769,2026-01-14,Slots,8,25.21,24.56
12821,100769,2026-01-14,Slots,35,52.94,41.18
12822,100769,2026-01-26,Slots,48,34.54,32.41
12823,100769,2026-01-27,Slots,14,44.6,49.05
12824,100772,2026-01-08,Slots,38,31.42,36.94
12825,100772,2026-01-11,Sportsbook,38,97.72,57.2
12826,100772,2026-01-30,Table Games,42,15.92,17.22
12827,100772,2026-02-04,Sportsbook,21,66.98,68.72
12828,100772,2026-02-06,Live Casino,33,50.18,39.1
12829,100772,2026-02-11,Slots,49,11.72,10.6
12830,100772,2026-02-11,Sportsbook,67,23.39,17.69
12831,100772,2026-02-11,Slots,13,56.12,59.96
12832,100772,2026-02-15,Sportsbook,24,48.77,27.8
12833,100772,2026-03-26,Live Casino,37,60.43,68.38
12834,100772,2026-03-28,Slots,48,16.57,17.46
12835,100772,2026-03-28,Sportsbook,38,47.72,41.86
12836,100773,2026-03-29,Live Casino,10,17.84,9.89
12837,100774,2026-01-21,Sportsbook,5,68.05,60.27
12838,100774,2026-03-13,Slots,37,44.28,52.15
12839,100774,2026-03-21,Live Casino,35,24.5,28.55
12840,100775,2026-01-12,Slots,14,18.76,10.68
12841,100775,2026-02-22,Sportsbook,14,148.47,166.55
12842,100775,2026-02-26,Sportsbook,76,46.52,45.97
12843,100775,2026-03-08,Table Games,85,18.73,12.02
12844,100775,2026-03-19,Slots,34,51.76,60.67
12845,100775,2026-03-20,Slots,18,30.68,26.5
12846,100775,2026-03-21,Sportsbook,69,53.24,39.26
12847,100775,2026-03-23,Slots,72,25.11,23.15
12848,100776,2026-01-07,Slots,68,18.31,20.37
12849,100776,2026-01-13,Slots,16,25.74,18.71
12850,100776,2026-01-29,Live Casino,45,64.45,39.66
12851,100776,2026-02-03,Live Casino,15,22.19,22.88
12852,100776,2026-03-19,Slots,24,51.66,48.66
12853,100777,2026-01-20,Live Casino,41,20.26,19.94
12854,100777,2026-02-07,Sportsbook,81,47.38,54.18
12855,100777,2026-02-13,Sportsbook,14,18.35,13.51
12856,100777,2026-03-15,Slots,23,71.68,74.46
12857,100779,2026-01-05,Slots,59,307.86,280.5
12858,100779,2026-01-06,Table Games,14,67.19,39.89
12859,100779,2026-01-17,Slots,22,57.07,48.66
12860,100779,2026-01-21,Sportsbook,50,404.53,224.14
12861,100779,2026-01-22,Slots,49,216.04,248.17
12862,100779,2026-01-23,Slots,11,103.63,93.12
12863,100779,2026-01-27,Live Casino,29,111.01,128.77
12864,100779,2026-02-03,Table Games,97,124.36,72.1
12865,100779,2026-02-04,Sportsbook,83,72.35,74.35
12866,100779,2026-02-09,Slots,35,133.53,114.2
12867,100779,2026-02-10,Sportsbook,59,115.88,81.57
12868,100779,2026-02-11,Table Games,62,75.25,72.32
12869,100779,2026-02-11,Slots,24,70.79,39.17
12870,100779,2026-02-11,Sportsbook,24,84.83,49.39
12871,100779,2026-02-11,Slots,14,88.82,51.51
12872,100779,2026-02-12,Live Casino,30,38.61,34.19
12873,100779,2026-02-15,Sportsbook,35,49.94,48.54
12874,100779,2026-02-15,Sportsbook,28,39.17,44.14
12875,100779,2026-02-15,Slots,54,55.01,42.02
12876,100779,2026-02-15,Poker,44,21.72,18.61
12877,100779,2026-02-17,Slots,13,23.76,18.68
12878,100779,2026-02-19,Live Casino,50,97.54,91.23
12879,100779,2026-02-20,Sportsbook,58,135.16,93.68
12880,100779,2026-02-22,Sportsbook,34,95.62,97.99
12881,100779,2026-02-23,Slots,46,24.05,24.04
12882,100779,2026-02-24,Slots,39,144.73,111.82
12883,100779,2026-02-24,Slots,21,199.44,219.83
12884,100779,2026-02-25,Slots,21,204.0,208.48
12885,100779,2026-02-28,Sportsbook,8,62.45,35.93
12886,100779,2026-03-04,Sportsbook,51,69.57,56.36
12887,100779,2026-03-09,Live Casino,37,37.16,37.43
12888,100779,2026-03-14,Sportsbook,12,151.22,175.7
12889,100779,2026-03-17,Table Games,7,107.15,69.24
12890,100779,2026-03-17,Live Casino,37,92.79,63.07
12891,100779,2026-03-23,Poker,6,121.39,113.22
12892,100779,2026-03-27,Slots,29,48.13,54.74
12893,100779,2026-03-30,Slots,23,20.66,14.04
12894,100780,2026-01-13,Table Games,8,20.82,17.23
12895,100780,2026-01-16,Sportsbook,58,34.47,37.05
12896,100780,2026-01-21,Live Casino,4,93.74,74.0
12897,100780,2026-02-04,Sportsbook,17,121.51,115.18
12898,100780,2026-02-12,Slots,42,31.75,21.11
12899,100780,2026-02-14,Sportsbook,69,84.24,98.77
12900,100780,2026-03-20,Live Casino,33,15.62,13.62
12901,100780,2026-03-23,Live Casino,31,16.48,12.79
12902,100780,2026-03-30,Live Casino,61,57.45,49.83
12903,100780,2026-03-30,Sportsbook,4,48.7,51.18
12904,100780,2026-03-30,Slots,23,40.69,28.58
12905,100781,2026-01-10,Slots,8,38.4,31.94
12906,100781,2026-01-29,Sportsbook,32,60.92,46.76
12907,100781,2026-02-04,Table Games,51,85.89,63.11
12908,100781,2026-02-04,Sportsbook,28,20.23,17.47
12909,100781,2026-02-04,Sportsbook,32,13.59,11.73
12910,100781,2026-02-04,Slots,62,26.6,28.98
12911,100781,2026-02-08,Slots,9,74.02,67.17
12912,100781,2026-02-19,Sportsbook,47,28.75,32.44
12913,100781,2026-02-28,Poker,41,6.87,6.67
12914,100781,2026-03-03,Slots,85,72.45,65.65
12915,100781,2026-03-05,Slots,8,6.86,4.31
12916,100782,2026-01-13,Sportsbook,39,20.7,22.51
12917,100782,2026-02-12,Slots,34,68.58,40.87
12918,100782,2026-02-15,Table Games,47,36.64,38.37
12919,100782,2026-03-18,Live Casino,8,43.33,43.69
12920,100782,2026-03-26,Table Games,37,39.85,43.55
12921,100782,2026-03-29,Slots,21,83.34,82.43
12922,100783,2026-01-06,Table Games,29,36.68,40.14
12923,100783,2026-01-06,Table Games,76,13.18,13.07
12924,100783,2026-01-06,Sportsbook,12,76.29,71.08
12925,100783,2026-01-06,Live Casino,22,105.05,104.03
12926,100783,2026-01-22,Slots,28,129.47,85.52
12927,100783,2026-02-08,Slots,13,24.79,19.19
12928,100783,2026-02-09,Sportsbook,16,93.93,87.55
12929,100783,2026-02-15,Slots,17,7.96,4.77
12930,100783,2026-03-06,Sportsbook,35,32.91,36.25
12931,100784,2026-01-15,Live Casino,8,44.89,30.4
12932,100784,2026-02-04,Slots,30,81.93,68.32
12933,100784,2026-02-21,Sportsbook,97,18.22,21.47
12934,100784,2026-02-21,Sportsbook,22,34.87,34.25
12935,100784,2026-02-21,Slots,32,48.6,36.8
12936,100784,2026-02-21,Sportsbook,34,9.71,10.58
12937,100784,2026-03-03,Live Casino,57,21.07,22.24
12938,100784,2026-03-12,Slots,26,49.14,27.09
